Time (ms),Name,Value
"49617","IR Distance","2198.0"
"49718","Arm Pot","0.19184132460379166"
"49718","IR Distance","2207.0"
"49818","Arm Pot","0.19079890406938338"
"49818","IR Distance","2204.0"
"49919","IR Distance","2207.0"
"49919","Arm Pot","0.18981286309706996"
"50019","Arm Pot","0.1886604515513672"
"50020","IR Distance","2204.0"
"50120","Arm Pot","0.1879767856415928"
"50120","IR Distance","2207.0"
"50220","IR Distance","2198.0"
"50220","Arm Pot","0.18765282696628954"
"50321","Arm Pot","0.18630694866979905"
"50321","IR Distance","2208.0"
"50421","Arm Pot","0.18526676610462312"
"50421","IR Distance","2201.0"
"50521","Arm Pot","0.18463614799242442"
"50521","IR Distance","2206.0"
"50622","Arm Pot","0.1838425707235558"
"50622","IR Distance","2203.0"
"50722","Arm Pot","0.18143151483240577"
"50723","IR Distance","2215.0"
"50825","Arm Pot","0.1816575493977199"
"50825","IR Distance","2203.0"
"50925","Arm Pot","0.1808853171880639"
"50925","IR Distance","2204.0"
"51026","Arm Pot","0.1798995660095666"
"51026","IR Distance","2204.0"
"51126","Arm Pot","0.178772440953073"
"51126","IR Distance","2203.0"
"51227","Arm Pot","0.17762943831861766"
"51227","IR Distance","2204.0"
"51327","Arm Pot","0.17689034208126228"
"51327","IR Distance","2205.0"
"51427","Arm Pot","0.17615125787346808"
"51428","IR Distance","2203.0"
"51528","Arm Pot","0.17622799527414507"
"51528","IR Distance","2198.0"
